"","year","CITYGB","name_short","name","total_population_adm","total_population_city","non_agri_population_admin","non_agri_population_city","natural_growth_admin","natural_growth_city","AREA","PROVGB","EPROV","ECITY","CPROV","CCITY","CNTYGB","ECNTY","CCNTY","zhigong_number_adm","zhigong_number_city","total_wage_adm","total_wage_city","average_wage_adm","average_wage_city","gdp_adm","gdp_city","fdi_cont_adm","fdi_cont_city","fdi_real_adm","fdi_real_city","year_linear","post_t"
"3304-2000","2000","3304","嘉兴","嘉兴",331.25,"    78.80",78.59,"    28.47",2.5,"    2.54",0.371,33,"Zhejiang","Jiaxing","浙江","嘉兴市",NA,NA,NA,29.01,10.43,"    352453","    131429",12149,"    12601",5410181,1229087,34575,10976,15318,6102,8,TRUE
"3304-2001","2001","3304","嘉兴","嘉兴",331.93,"79.11",83.55,"30.01",1.01,"1.2",0.371,33,"Zhejiang","Jiaxing","浙江","嘉兴市",NA,NA,NA,26.36,9.26,"404765","144908",15355.27,"15648.81",6042610,1406002,90140,28488,27067,10458,9,TRUE
"3304-2002","2002","3304","嘉兴","嘉兴",332.38,"79.45",85.1,"31.28",0.83,"0.72",0.371,33,"Zhejiang","Jiaxing","浙江","嘉兴市",NA,NA,NA,26.71,9.5,"477485","171630",17876.64,"18066.32",7064295,1663150,208923,68970,48054,18489,10,TRUE
"3304-2003","2003","3304","嘉兴","嘉兴",332.96,"79.82",101.31,"32.59",-0.07,"-0.55",0.371,33,"Zhejiang","Jiaxing","浙江","嘉兴市",NA,NA,NA,27.9,10,"579688","206679",20777.35,"20667.9",8580276,2017731,209639,80083,79768,28324,11,TRUE
"3304-2004","2004","3304","嘉兴","嘉兴",333.94,"80.41",108.42,"35.2",0.81,"1.15",0.371,33,"Zhejiang","Jiaxing","浙江","嘉兴市",NA,NA,NA,43.49,11.44,"900285","240491",20700.97,"21021.94",10505564,2482430,257970,97030,102187,34548,12,TRUE
"3305-1994","1994","3305","湖州","湖州",250.95,"104.54",48.88,"23.85",4.8,"3.4",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,28.32,13.5,"152472","78786",5441.54,"5862.05",1869530,851811,9302,5124,3800,2072,1,FALSE
"3305-1995","1995","3305","湖州","湖州",252.63,"105.14",50.03,"24.40",4.69,"3.52",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,28,13,"172612","85439",6268,"6522",2273113,1044110,12060,8941,3998,2686,3,FALSE
"3305-1996","1996","3305","湖州","湖州",254.56,"105.93",51.82,"25.57",4.9,"3.57",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,27,13,"180996","89155",6776,"7081",2679177,1262942,13998,10229,4815,2274,4,FALSE
"3305-1997","1997","3305","湖州","湖州",254.58,"106.24",54.2,"26.82",3.08,"1.51",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,26.39,12.45,"192338","97551",7288,"7835",2961650,1374293,6217,4002,5543,3131,5,FALSE
"3305-1998","1998","3305","湖州","湖州",254.81,"106.37",58.98,"29.7",7.11,"7.63",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,22.38,10.3,"179759","90712",8032,"8807",3245411,1513806,8112,2917,5040,2252,6,TRUE
"3305-1999","1999","3305","湖州","湖州",255.07,"106.48",60.56,"30.71",1.37,"-0.35",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,20,9,"182984","93956",9014,"10103",3426184,1603655,10057,5729,6023,4491,7,TRUE
"3305-2000","2000","3305","湖州","湖州",255.79,"    106.80",65.56,"    31.47",3,"    1.06",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,18.78,8.94,"    194246","    100079",10343,"    11195",3778769,1774301,12264,7211,8205,4674,8,TRUE
"3305-2001","2001","3305","湖州","湖州",256.49,"107.52",70.96,"34.39",1.98,"1.4",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,16.55,7.66,"215922","107292",13046.65,"14006.79",3850025,1826697,47156,17019,20972,8004,9,TRUE
"3305-2002","2002","3305","湖州","湖州",257.05,"107.68",72.21,"35.15",1.38,"-0.03",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,14.74,6.57,"245429","116646",16650.54,"17754.34",4225003,2004196,109815,45993,38473,18616,10,TRUE
"3305-2003","2003","3305","湖州","湖州",256.78,"107.72",74.47,"37.18",-0.36,"-1.4",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,13.68,6.12,"273205","121479",19971.13,"19849.51",4907516,2346407,144777,61931,53734,23634,11,TRUE
"3305-2004","2004","3305","湖州","湖州",257.21,"107.91",76.37,"39.02",1.5,"0.56",0.55,33,"Zhejiang","Huzhou","浙江","湖州市",NA,NA,NA,18.21,9.12,"401069","192702",22024.66,"21129.61",5906926,2831306,160145,73691,61121,28145,12,TRUE
"3306-1994","1994","3306","绍兴","绍兴",421.83,"30.07",62.58,"20.53",5.7,"4.3",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,43.1,12.97,"249571","82236",5898.63,"6311.28",3078070,416566,23062,4386,11166,2468,1,FALSE
"3306-1995","1995","3306","绍兴","绍兴",424.7,"30.63",65.05,"21.17",6.83,"5.79",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,44,13,"289166","95669",6715,"7509",4112082,509016,30166,5087,12972,4492,3,FALSE
"3306-1996","1996","3306","绍兴","绍兴",426.84,"31.17",67.6,"21.97",5.95,"4.10",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,46,12,"336428","102280",7402,"8446",5137087,632144,32219,7382,13435,3722,4,FALSE
"3306-1997","1997","3306","绍兴","绍兴",428.94,"31.90",70.11,"22.82",5.31,"6.04",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,45.55,12.76,"379970","117825",8342,"9234",5945503,699361,7487,3210,11481,4213,5,FALSE
"3306-1998","1998","3306","绍兴","绍兴",430.04,"32.43",72.65,"23.4",6.92,"5.15",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,40.39,11.18,"370293","111713",9168,"9992",6512592,706826,12877,3807,11789,4064,6,TRUE
"3306-1999","1999","3306","绍兴","绍兴",431.7,"33.52",77.31,"24.72",3.84,"5.33",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,38,11,"390594","115518",10212,"10898",7050648,762128,12333,3038,8249,1351,7,TRUE
"3306-2000","2000","3306","绍兴","绍兴",432.69,"    59.09",80.67,"    28.92",3.51,"         3.51",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,36.6,9.59,"    419482","    121326",11461,"    12651",7797639,1191602,16642,6342,11598,2857,8,TRUE
"3306-2001","2001","3306","绍兴","绍兴",433.27,"59.92",85.73,"31.1",3.04,"4.61",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,34.22,8.72,"504089","144698",14730.83,"16593.81",8225419,1277314,28826,9634,15777,5167,9,TRUE
"3306-2002","2002","3306","绍兴","绍兴",433.59,"61.15",90.91,"34.73",2.69,"4.24",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,34.69,8.63,"584930","155438",16861.63,"18011.36",9281491,1488830,80175,21372,38167,10780,10,TRUE
"3306-2003","2003","3306","绍兴","绍兴",433.84,"63.86",103.01,"42.64",1.54,"2.96",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,37.18,10.17,"732221","196545",19693.95,"19325.96",10892802,1871462,150121,33226,74271,15760,11,TRUE
"3306-2004","2004","3306","绍兴","绍兴",434.72,"64.46",121.14,"45.43",3.11,"3.34",0.621,33,"Zhejiang","Shaoxing","浙江","绍兴市",NA,NA,NA,45.6,10.96,"984041","234665",21579.85,"21411.04",13138654,2293967,167117,38694,82344,19249,12,TRUE
"3307-1994","1994","3307","金华","金华",433.64,"30.8",56.35,"16.4",5.6,"5.1",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,38.4,10.79,"185446","55490",4942.59,"5239.85",2534632,253908,6940,1071,3665,780,1,FALSE
"3307-1995","1995","3307","金华","金华",436.24,"31.46",59.01,"17.14",5.1,"4.19",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,38,11,"220058","62770",5925,"5927",3408281,323507,13850,5271,4386,1054,3,FALSE
"3307-1996","1996","3307","金华","金华",438.6,"32.32",61.67,"18.09",6.01,"6.26",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,38,8,"242136","55894",6521,"6623",4249552,403467,11353,6368,3163,860,4,FALSE
"3307-1997","1997","3307","金华","金华",440.51,"33.14",64.97,"19.13",4.86,"5.34",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,35.82,8.41,"261972","63992",7314,"7609",4619568,451578,3143,139,3730,627,5,FALSE
"3307-1998","1998","3307","金华","金华",442.96,"33.81",67.11,"19.96",6.4,"4.13",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,31.74,7.07,"266939","60675",8410,"8582",4844853,471870,26836,7921,4520,1741,6,TRUE
"3307-1999","1999","3307","金华","金华",444.33,"34.71",70.89,"20.94",4.19,"7.28",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,29,6,"294596","66752",10201,"10301",5000345,489517,7886,3121,2026,967,7,TRUE
"3307-2000","2000","3307","金华","金华",446.42,"    35.89",76.73,"    22.16",5.41,"    8.03",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,26.4,6.15,"    326975","    74732",12385,"    12152",5465158,544540,5708,1245,3000,1265,8,TRUE
"3307-2001","2001","3307","金华","金华",447.94,"91.34",83.8,"26.26",3.79,"3.87",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,24.76,6.88,"388842","111326",15704.44,"16181.1",5973418,1058028,10008,4082,3244,1383,9,TRUE
"3307-2002","2002","3307","金华","金华",449.19,"91.98",89.78,"27.43",3.69,"3.58",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,26.07,6.68,"457327","133019",17542.27,"19913.02",6804122,1208071,30092,13745,10259,5082,10,TRUE
"3307-2003","2003","3307","金华","金华",449.91,"92.18",92.97,"29.07",3.7,"3.03",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,27.16,7.1,"558269","162589",20554.82,"22899.86",8016023,1433819,70183,22051,25750,10193,11,TRUE
"3307-2004","2004","3307","金华","金华",451.7,"92.21",96.95,"30.99",7.34,"6.01",1.011,33,"Zhejiang","Jinhua","浙江","金华市",NA,NA,NA,30.78,7.04,"716003","183681",23261.96,"26091.05",9783771,1762061,56352,20093,42983,13822,12,TRUE
"3308-1994","1994","3308","衢州","衢州",235.27,"24.37",32.68,"13.19",5.6,"5.9",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,21.52,8.64,"103292","46505",4879.17,"5477.62",874183,199645,4104,2066,1289,682,1,FALSE
"3308-1995","1995","3308","衢州","衢州",236.39,"24.68",33.69,"13.59",5.47,"6.01",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,21,9,"119869","57371",5711,"6594",1144684,255653,608,168,1306,760,3,FALSE
"3308-1996","1996","3308","衢州","衢州",237.97,"25.40",35.17,"14.04",5.47,"7.06",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,21,8,"129827","59873",6302,"7086",1302175,290315,993,411,1396,129,4,FALSE
"3308-1997","1997","3308","衢州","衢州",238.97,"25.70",36.07,"14.38",5.12,"5.53",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,19.56,8.3,"137437","65121",7026,"7846",1334083,318462,1279,15,1468,744,5,FALSE
"3308-1998","1998","3308","衢州","衢州",240.13,"26.12",36.86,"15.11",6.06,"5.45",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,17.09,7.37,"134986","63843",7899,"8663",1408255,337028,2014,1661,1633,498,6,TRUE
"3308-1999","1999","3308","衢州","衢州",241.35,"26.71",37.84,"15.59",4.76,"9.23",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,16,7,"142449","68903",9033,"9943",1474938,354879,610,9,1800,962,7,TRUE
"3308-2000","2000","3308","衢州","衢州",242.6,"    27.30",39.23,"    16.02",5.67,"    5.79",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,14.38,6.33,"    153658","    76350",10686,"    12062",1618997,394433,1195,797,1167,815,8,TRUE
"3308-2001","2001","3308","衢州","衢州",243.57,"27.76",40.63,"16.55",4.53,"7.62",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,12.99,6.08,"183092","90196",14094.84,"14834.87",1762770,439305,2338,1776,1206,827,9,TRUE
"3308-2002","2002","3308","衢州","衢州",244.15,"40",41.34,"17.18",4.52,"7.02",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,11.75,5.4,"188372","94022",16031.66,"17411.48",2003105,573620,4135,1321,1590,590,10,TRUE
"3308-2003","2003","3308","衢州","衢州",244.83,"80.23",41.8,"18.95",4.46,"4.89",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,11.55,6.21,"214499","124569",18571.34,"20059.42",2337312,951044,5397,4372,2069,1381,11,TRUE
"3308-2004","2004","3308","衢州","衢州",245.61,"80.59",42.35,"19.17",4.21,"5.1",0.818,33,"Zhejiang","Quzhou","浙江","衢州市",NA,NA,NA,12.73,6.48,"286446","156668",22501.65,"24177.16",2837600,1156073,8083,4735,2080,1320,12,TRUE
"3309-1994","1994","3309","舟山","舟山",97.99,"67.51",22.53,"16.9",1.8,"1.8",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,15.7,12.08,"89682","71712",5888.51,"6144.99",596987,411698,8041,7304,2322,2226,1,FALSE
"3309-1995","1995","3309","舟山","舟山",98.28,"67.81",23.24,"17.54",2.41,"2.26",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,16,12,"107138","87425",6855,"7207",734927,508477,9800,9631,2319,1937,3,FALSE
"3309-1996","1996","3309","舟山","舟山",98.47,"68.04",23.73,"17.97",2.53,"2.54",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,15,12,"113262","92109",7456,"7812",825827,570758,1292,407,2022,1634,4,FALSE
"3309-1997","1997","3309","舟山","舟山",98.58,"68.22",24.42,"18.56",1.75,"1.79",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,14.53,11.34,"121608","99925",8369,"8812",891533,612108,785,776,1162,1047,5,FALSE
"3309-1998","1998","3309","舟山","舟山",98.54,"68.37",25.71,"19.63",6.5,"6.33",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,12.65,10.08,"116512","94058",9210,"9331",935639,636224,2428,1980,658,473,6,TRUE
"3309-1999","1999","3309","舟山","舟山",98.42,"68.5",27.15,"20.93",0.69,"1.1",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,12,10,"124255","101310",10389,"10444",1013672,691107,2662,1905,869,689,7,TRUE
"3309-2000","2000","3309","舟山","舟山",98.41,"    68.81",28.35,"    21.95",1.02,"    2.02",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,11.29,9.15,"    129884","    105529",11504,"    11533",1140261,805826,2712,2590,1055,958,8,TRUE
"3309-2001","2001","3309","舟山","舟山",98.1,"68.85",29.82,"23.2",-0.03,"0.62",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,10.57,8.54,"155754","125766",14735.48,"14726.7",1266912,869560,3005,2960,1141,921,9,TRUE
"3309-2002","2002","3309","舟山","舟山",97.76,"69.1",32.55,"25.33",-0.31,"0.36",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,10.13,8.28,"169073","137244",16690.33,"16575.36",1460140,1011424,2720,2310,1124,924,10,TRUE
"3309-2003","2003","3309","舟山","舟山",97.12,"68.96",33.59,"26.03",-0.92,"-0.28",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,9.73,8.02,"182703","148372",18777.29,"18500.25",1722656,1191037,5001,4649,1704,1406,11,TRUE
"3309-2004","2004","3309","舟山","舟山",96.91,"69.04",34.64,"26.37",0.27,"1.08",0.054,33,"Zhejiang","Zhoushan","浙江","舟山市",NA,NA,NA,10.67,8.84,"237411","192906",22250.33,"21821.95",2120391,1463860,6070,3983,2251,1592,12,TRUE
"3310-1994","1994","3310","台州","台州",526.31,"136.73",53.89,"18.83",6.9,"6.1",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,33.64,12.36,"165673","59188",5129.2,"5142.31",2688297,908353,7431,2821,3696,762,1,FALSE
"3310-1995","1995","3310","台州","台州",529.56,"137.70",57.68,"19.31",6.7,"6.21",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,34,12,"206887","73750",6319,"6527",4082316,1291475,7763,3876,3700,122,3,FALSE
"3310-1996","1996","3310","台州","台州",532.98,"138.78",61.37,"20.01",6.89,"6.79",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,34,12,"234603","87295",7068,"7467",4865936,1589975,5335,1204,3510,1328,4,FALSE
"3310-1997","1997","3310","台州","台州",535.98,"139.67",66.26,"21.85",6,"5.63",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,33,12,"270871","101677",8208,"8473",5090663,1814802,3037,285,3697,1132,5,FALSE
"3310-1998","1998","3310","台州","台州",539.51,"140.83",75.63,"23.92",5.95,"6.1",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,30.72,11.25,"303732","118903",9887,"10569",5546349,2026713,9994,3772,3849,1990,6,TRUE
"3310-1999","1999","3310","台州","台州",542.98,"142.03",81.57,"26.11",6.7,"5.36",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,30,11,"343236","134852",11343,"12160",6050030,2271639,9949,6251,4347,2106,7,TRUE
"3310-2000","2000","3310","台州","台州",546.62,"    143.16",90.79,"    27.67",7.22,"    6.21",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,29.5,10.94,"    389581","    153314",13206,"    14014",6749875,2566130,10715,4622,5083,2324,8,TRUE
"3310-2001","2001","3310","台州","台州",548.52,"143.9",92.09,"27.5",5.52,"5.17",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,28.92,11.12,"469430","188152",16232.02,"16920.14",7475941,2833478,13329,6720,5568,2624,9,TRUE
"3310-2002","2002","3310","台州","台州",550,"145",94,"28",5.63,"5.25",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,29.12,11.05,"548448","216368",18834.07,"19580.81",8583079,3253665,27919,15622,11790,6144,10,TRUE
"3310-2003","2003","3310","台州","台州",552.61,"146.05",95.35,"28.55",6.01,"5.58",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,31.73,12.5,"666248","272661",20997.42,"21812.88",9950324,3787944,40204,22039,21588,10452,11,TRUE
"3310-2004","2004","3310","台州","台州",555.92,"147.37",96.69,"29.04",7.77,"6.88",0.837,33,"Zhejiang","Taizhou","浙江","台州市",NA,NA,NA,33.92,13.29,"843994","330371",24881.9,"24858.62",11737943,4496144,27507,12905,30296,14661,12,TRUE
"3311-2000","2000","3311","丽水","丽水",248.58,"    35.32",35.14,"    10.53",11.01,"    6.83",1.578,33,"Zhejiang","Lishui","浙江","丽水市",NA,NA,NA,12.53,3.28,"    129258","    37793",10316,"    11522",1367613,299343,3289,372,411,119,8,TRUE
"3311-2001","2001","3311","丽水","丽水",248.73,"35.81",36.85,"11.28",5.34,"3.68",1.578,33,"Zhejiang","Lishui","浙江","丽水市",NA,NA,NA,12.15,3.17,"162938","49912",13410.53,"15745.11",1589669,380092,1567,1382,807,642,9,TRUE
"3311-2002","2002","3311","丽水","丽水",249.28,"36.58",38.81,"12.06",6.04,"5.17",1.578,33,"Zhejiang","Lishui","浙江","丽水市",NA,NA,NA,12.41,3.32,"197913","60385",15947.86,"18188.25",1851028,443475,1393,715,989,384,10,TRUE
"3311-2003","2003","3311","丽水","丽水",249.4,"36.84",39.56,"12.3",4.94,"4.1",1.578,33,"Zhejiang","Lishui","浙江","丽水市",NA,NA,NA,12.73,3.5,"237051","73410",18621.45,"20974.29",2202878,545114,4862,3138,1245,171,11,TRUE
"3311-2004","2004","3311","丽水","丽水",250.66,"37.28",40.58,"12.61",7.19,"7.09",1.578,33,"Zhejiang","Lishui","浙江","丽水市",NA,NA,NA,13,3.63,"297927","92357",22917.46,"25442.7",2645690,654190,3022,1069,2051,224,12,TRUE
"3401-1994","1994","3401","合肥","合肥",402.71,"112.66",117.15,"86.68",7.8,"6.9",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,62.42,51.69,"274885","243778",4442.94,"4758.5",1318183,858971,NA,NA,NA,NA,1,FALSE
"3401-1995","1995","3401","合肥","合肥",411.11,"115.96",122.02,"90.42",8.02,"5.48",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,62,51,"330641","289622",5352,"5709",1675816,1108737,NA,NA,NA,NA,3,FALSE
"3401-1996","1996","3401","合肥","合肥",416.47,"119.01",125.29,"92.98",8.64,"6.05",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,63,51,"363090","316654",5851,"6220",2115886,1433518,36000,35361,16131,15845,4,FALSE
"3401-1997","1997","3401","合肥","合肥",422.31,"122.85",129.57,"97.06",7.56,"5.34",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,60.57,50.54,"378831","330366",6254,"6537",2489887,1706758,8992,8992,5053,5053,5,FALSE
"3401-1998","1998","3401","合肥","合肥",425.98,"127.94",132.95,"100.07",4.47,"4.11",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,49.65,40.28,"363158","312306",7314,"7753",2704736,1897260,5105,5105,15248,15248,6,TRUE
"3401-1999","1999","3401","合肥","合肥",429.95,"130.28",136.91,"102.78",6.21,"4.19",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,47,36,"369577","315098",7818,"8876",2944484,2149920,18163,18163,26310,26310,7,TRUE
"3401-2000","2000","3401","合肥","合肥",438.18,"    134.67",143.04,"    107.50",8.44,"    7.89",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,43.42,34.81,"    385633","    328316",8881,"    9432",3247340,2352229,21037,21037,12743,12743,8,TRUE
"3401-2001","2001","3401","合肥","合肥",442.16,"137.95",146.81,"110.71",5.34,"4.76",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,42.48,33.71,"430449","364216",10132.98,"10804.39",3634412,2692992,22134,21034,17600,17006,9,TRUE
"3401-2002","2002","3401","合肥","合肥",448.1,"146.5",153.54,"117",5.34,"5.47",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,40.86,32.58,"488046","419747",11944.35,"12883.58",4128065,3123456,22464,17428,18220,16785,10,TRUE
"3401-2003","2003","3401","合肥","合肥",456.6,"155.87",160.18,"124.99",6.15,"5.61",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,37.88,29.9,"526577","455434",13901.19,"15231.91",4849623,3817885,25439,22797,26048,25096,11,TRUE
"3401-2004","2004","3401","合肥","合肥",444.68,"163.52",168.96,"135.77",6.17,"5.29",0.715,34,"Anhui","Hefei","安徽","合肥市",NA,NA,NA,36.77,30.13,"603767","523326",16420.1,"17368.93",5897000,4645900,26626,23857,31598,29649,12,TRUE
"3402-1994","1994","3402","芜湖","芜湖",209.28,"59.23",64.37,"45.79",6.4,"4.5",0.317,34,"Anhui","Wuhu","安徽","芜湖市",NA,NA,NA,33.54,27.13,"121512","100334",3640.26,"3705.1",750881,366791,10036,9245,1392,1331,1,FALSE
"3402-1995","1995","3402","芜湖","芜湖",211.27,"60.56",65.82,"47.09",6.47,"4.54",0.317,34,"Anhui","Wuhu","安徽","芜湖市",NA,NA,NA,33,27,"152802","126867",4600,"4716",1008828,516953,7319,7093,5320,5094,3,FALSE
"3402-1996","1996","3402","芜湖","芜湖",212.59,"61.27",66.85,"47.98",5.28,"4.23",0.317,34,"Anhui","Wuhu","安徽","芜湖市",NA,NA,NA,33,27,"182215","151033",5550,"5676",1320637,671296,10682,9418,7063,7052,4,FALSE
"3402-1997","1997","3402","芜湖","芜湖",213.95,"62.02",67.94,"48.82",4.47,"2.86",0.317,34,"Anhui","Wuhu","安徽","芜湖市",NA,NA,NA,33.49,27.52,"207400","174827",6193,"6353",1649423,812427,11069,10039,4139,3583,5,FALSE
